Amount,Transaction_Count,Account_Age_Days,Hour,Minute,Night_Transaction,New_Device,High_Transaction_Frequency,Location_Code,Merchant_Category_Code,Class
0.4059372525399775,-0.013396572153366633,0.5597460655457194,-0.09096232980271923,-1.1143412590619113,-0.6394118881391841,2.69400042974046,0.0,0.9948831421599516,1.529971017390508,0
0.9925564915680999,0.556670327989887,-0.23171276305264885,1.6474481776548857,0.6020984386177198,1.5639371405968052,-0.37119518948864455,0.0,0.9948831421599516,-1.3411471461671964,0
1.8435213054750783,-0.013396572153366633,-1.249658237570676,-1.5396377526840568,-0.0844774404541326,1.5639371405968052,-0.37119518948864455,0.0,0.15144018326889017,-0.3841077583146283,0
1.2861037316001023,-0.5834634722966203,-0.6448642270379605,-1.394770210395923,-1.5720585117764796,1.5639371405968052,-0.37119518948864455,0.0,-0.27028129617664054,0.5729316295379397,0
-0.39514063967085195,-1.7235972725831277,-0.7767740318043553,-0.9601675835315218,0.6020984386177198,1.5639371405968052,-0.37119518948864455,0.0,0.15144018326889017,0.5729316295379397,0
-0.41113595885505927,-1.153530372439874,1.8191113714286575,-0.235829872090853,-0.771053319525985,-0.6394118881391841,-0.37119518948864455,0.0,-0.27028129617664054,-0.3841077583146283,0
-0.3955333270995618,0.556670327989887,0.18641642941441364,1.0679780085023507,0.888171721564325,-0.6394118881391841,-0.37119518948864455,0.0,0.5731616627144208,-0.8626274522409123,0
-0.6209381423575541,-0.013396572153366633,1.3960044504798443,0.053905212485414515,-1.6864878249551216,-0.6394118881391841,-0.37119518948864455,0.0,-0.27028129617664054,1.0514513234642238,0
0.19772143700232742,1.1267372281331407,-1.2596136945341774,-0.6704324989552543,-1.6292731683658006,-0.6394118881391841,-0.37119518948864455,0.0,0.5731616627144208,0.5729316295379397,0
0.22055308733180065,0.556670327989887,0.40792534685232174,1.3577130930786183,0.716527751796362,-0.6394118881391841,-0.37119518948864455,0.0,-1.5354457345132326,-1.3411471461671964,0
-0.6428215417938361,-0.013396572153366633,-0.7195301542642217,1.502580635366752,0.6593130952070408,-0.6394118881391841,-0.37119518948864455,0.0,0.9948831421599516,0.5729316295379397,0
-0.4095138920330592,-0.5834634722966203,-0.8340179093444888,-1.1050351258196554,1.4603182874575353,1.5639371405968052,-0.37119518948864455,0.0,0.15144018326889017,1.529971017390508,0
-0.5681373014460926,0.556670327989887,2.6329699781949043,-1.1050351258196554,0.029951872724509478,1.5639371405968052,2.69400042974046,0.0,-1.5354457345132326,-1.3411471461671964,0
2.308786741960442,0.556670327989887,0.8857872811003932,1.0679780085023507,0.08716652931383051,-0.6394118881391841,-0.37119518948864455,0.0,-0.6920027756221713,0.5729316295379397,0
-0.05001747576353435,-0.013396572153366633,0.7016113272756156,-0.09096232980271923,-0.771053319525985,-0.6394118881391841,-0.37119518948864455,0.0,-1.5354457345132326,1.529971017390508,0
0.6202821156155013,0.556670327989887,-1.7225424433369967,1.502580635366752,-1.1715559156512323,-0.6394118881391841,-0.37119518948864455,0.0,0.15144018326889017,1.529971017390508,0
-0.5874927755600554,-0.5834634722966203,-1.4985446616582132,0.19877275477354828,-0.3705507234007378,-0.6394118881391841,-0.37119518948864455,0.0,0.9948831421599516,0.5729316295379397,0
-0.3923003493484226,-0.5834634722966203,-0.41837758111830176,0.7782429239260833,1.1742450045109303,-0.6394118881391841,2.69400042974046,0.0,0.15144018326889017,-1.3411471461671964,0
-0.05811442280210157,-0.013396572153366633,-1.2272584594027975,-0.6704324989552543,-1.2859852288298743,-0.6394118881391841,-0.37119518948864455,0.0,1.4166046216054822,0.5729316295379397,0
-0.42402547746674374,-1.7235972725831277,-0.3835334817460465,1.2128455507904845,0.3732398122604357,-0.6394118881391841,-0.37119518948864455,0.0,0.15144018326889017,0.5729316295379397,0
